eventname	subjectkey	rt_neut_fb	rt_rew_pos_fb	rt_loss_neg_fb
baseline_year_1_arm_1	NDAR_INV000687	412.5122432826317	318.63445030326227	452.7645058419971
baseline_year_1_arm_1	NDAR_INV000688	275.54635259696715	470.6364981889886	484.8271079848447
baseline_year_1_arm_1	NDAR_INV000689	493.416309282541	317.8823162082565	362.0816135050122
baseline_year_1_arm_1	NDAR_INV000690	245.48919437148106	470.7256557239258	381.73426501698856
baseline_year_1_arm_1	NDAR_INV000691	244.60108888797149	496.7014649355558	326.51676639388404
baseline_year_1_arm_1	NDAR_INV000692	422.1283240342568	473.88424746217737	314.20983591264644
baseline_year_1_arm_1	NDAR_INV000693	314.9442216094754	227.2565684525419	451.14665843777084
baseline_year_1_arm_1	NDAR_INV000694	231.15177956818275	317.25617031626587	340.4848422547163
baseline_year_1_arm_1	NDAR_INV000695	382.0980556269412	353.715078355478	491.88987744729525
baseline_year_1_arm_1	NDAR_INV000696	259.13418708911246	279.53419911612406	446.67168601774995
baseline_year_1_arm_1	NDAR_INV000697	440.03313550771884	313.44026734613084	451.7414210115242
baseline_year_1_arm_1	NDAR_INV000698	417.405530183993	423.50838175484245	219.23766753092156
baseline_year_1_arm_1	NDAR_INV000699	223.57850967916067	236.6110105777674	273.8135493038694
baseline_year_1_arm_1	NDAR_INV000700	216.74616185379836	219.2762637526144	342.5524515647984
baseline_year_1_arm_1	NDAR_INV000701	447.6768711415641	402.6417779839209	313.8837425841879
baseline_year_1_arm_1	NDAR_INV000702	489.84349973933206	365.7644676198817	270.91924595942794
baseline_year_1_arm_1	NDAR_INV000703	219.40032805608712	326.02353452816044	285.72413751687606
baseline_year_1_arm_1	NDAR_INV000704	228.46371420836826	481.0466389806737	303.08510237346553
baseline_year_1_arm_1	NDAR_INV000705	275.0292995478948	307.684728666252	390.4674730106083
baseline_year_1_arm_1	NDAR_INV000706	484.677346329206	415.3225030798399	273.0201952418265
baseline_year_1_arm_1	NDAR_INV000707	302.9047615034936	251.9402477729431	436.6102575874859
baseline_year_1_arm_1	NDAR_INV000708	304.7575135401976	231.65670408986662	466.5654870113078
baseline_year_1_arm_1	NDAR_INV000709	220.94872333880707	418.3818516061855	264.0235726304897
baseline_year_1_arm_1	NDAR_INV000710	403.52741079228383	238.30555509857732	369.60314479292265
baseline_year_1_arm_1	NDAR_INV000711	247.4426339712571	332.66635778140227	465.2883695946727
baseline_year_1_arm_1	NDAR_INV000712	424.7619088368296	287.6587579639382	237.6045499169097
baseline_year_1_arm_1	NDAR_INV000713	211.39558173219274	280.25273881282396	457.1254581466985
baseline_year_1_arm_1	NDAR_INV000714	228.50152828249207	317.35789335017404	227.91501703576708
baseline_year_1_arm_1	NDAR_INV000715	454.9006482694832	234.38314010694688	427.5336949460454
baseline_year_1_arm_1	NDAR_INV000716	349.3252169870956	402.30170750489407	457.4352282571524
baseline_year_1_arm_1	NDAR_INV000717	486.3430544773418	221.53762852370386	408.08562509861935
baseline_year_1_arm_1	NDAR_INV000718	288.76923101492616	235.43712371148388	372.74957415977923
baseline_year_1_arm_1	NDAR_INV000719	235.811783242982	345.759351487483	397.9150437976055
baseline_year_1_arm_1	NDAR_INV000720	223.6219929484885	389.56297757255027	300.44576121248065
baseline_year_1_arm_1	NDAR_INV000721	374.9643374636263	228.59218409948343	360.4910446511656
baseline_year_1_arm_1	NDAR_INV000722	273.8537646492536	355.8499194180999	286.73706378356394
baseline_year_1_arm_1	NDAR_INV000723	342.41240350490756	355.899021342451	312.1861769730356
baseline_year_1_arm_1	NDAR_INV000724	254.38929247861913	478.4422893644078	210.11389979779898
baseline_year_1_arm_1	NDAR_INV000725	425.5291578026863	251.83885469279272	218.0232529739402
baseline_year_1_arm_1	NDAR_INV000726	456.4612162001449	316.6916532974982	473.9771733945171
baseline_year_1_arm_1	NDAR_INV000727	466.87836634870325	427.7803512721278	263.89172767433064
baseline_year_1_arm_1	NDAR_INV000728	241.31500088415635	339.3772493470067	415.34268312348314
baseline_year_1_arm_1	NDAR_INV000729	296.3126052416984	201.1037918217543	299.2566902791863
baseline_year_1_arm_1	NDAR_INV000730	346.836466442529	239.544959918616	385.36268767118094
baseline_year_1_arm_1	NDAR_INV000731	479.69474108788313	201.62127366941772	324.713788916076
baseline_year_1_arm_1	NDAR_INV000732	351.29458961673384	485.8051478279675	217.59891140733956
baseline_year_1_arm_1	NDAR_INV000733	229.95058593338646	271.1248445558975	401.87753626520623
baseline_year_1_arm_1	NDAR_INV000734	466.64683296178015	375.0484293144736	450.0808760168022
baseline_year_1_arm_1	NDAR_INV000735	311.15817053709617	247.94891731178592	423.80751179144556
baseline_year_1_arm_1	NDAR_INV000736	236.25689851249427	370.7740486294464	228.9255277925171
baseline_year_1_arm_1	NDAR_INV000737	242.16575619455327	458.6209914324672	229.86133759780805
baseline_year_1_arm_1	NDAR_INV000738	295.0759141229983	254.99489410886375	347.33431995869563
baseline_year_1_arm_1	NDAR_INV000739	381.0519362489264	424.4509961790833	445.606430000548
baseline_year_1_arm_1	NDAR_INV000740	231.75611142622796	292.90582432633784	249.04700004204517
baseline_year_1_arm_1	NDAR_INV000741	469.07163870350576	304.3273964905685	306.4643352321155
baseline_year_1_arm_1	NDAR_INV000742	291.8701468680736	478.23019819184805	405.6863208550187
baseline_year_1_arm_1	NDAR_INV000743	441.2503725106449	226.51253605259203	464.8195162792869
baseline_year_1_arm_1	NDAR_INV000744	239.760196702609	460.4462304236104	286.19035937669287
baseline_year_1_arm_1	NDAR_INV000745	360.2189045142157	287.296504311724	296.78026416374905
baseline_year_1_arm_1	NDAR_INV000746	452.89022251554275	472.2608288958962	233.91704653001744
baseline_year_1_arm_1	NDAR_INV000747	454.6687294343166	308.78540093515846	398.18119525125115
baseline_year_1_arm_1	NDAR_INV000748	213.96524688924276	442.95218315809916	288.42315876029096
baseline_year_1_arm_1	NDAR_INV000749	214.7032271898301	436.37512278374385	337.75200372261617
baseline_year_1_arm_1	NDAR_INV000750	224.4245379730701	275.7330228840362	450.24630863733967
baseline_year_1_arm_1	NDAR_INV000751	403.2082391463626	206.51133349656098	353.4604938765414
baseline_year_1_arm_1	NDAR_INV000752	358.6462035260637	462.83308863238227	475.97816655234885
baseline_year_1_arm_1	NDAR_INV000753	363.0723392347845	202.9557003500534	225.14897363270927
baseline_year_1_arm_1	NDAR_INV000754	473.99673647682897	419.69000527784783	248.0104908531527
baseline_year_1_arm_1	NDAR_INV000755	373.4957285864618	245.98509913952168	218.75746375466406
baseline_year_1_arm_1	NDAR_INV000756	341.4405001866609	218.2354023752027	337.80021776185066
baseline_year_1_arm_1	NDAR_INV000757	230.33011099874116	479.4043778108111	489.06561634321224
baseline_year_1_arm_1	NDAR_INV000758	207.49733066800167	321.7225274489713	218.19020108070518
baseline_year_1_arm_1	NDAR_INV000759	299.5231307586484	313.1250833429363	301.11531782814893
baseline_year_1_arm_1	NDAR_INV000760	348.80486858308086	332.27273962982486	377.31346097002995
baseline_year_1_arm_1	NDAR_INV000761	221.2933161737028	463.46827385693894	461.3378377725589
baseline_year_1_arm_1	NDAR_INV000762	479.1265195960941	298.879025358499	201.18719218105306
baseline_year_1_arm_1	NDAR_INV000763	239.73321630155516	376.49915863442806	332.775911072306
baseline_year_1_arm_1	NDAR_INV000764	436.0360402272575	331.45441372691505	341.38227142610845
baseline_year_1_arm_1	NDAR_INV000765	305.62429958829046	430.0791433163883	213.29285629996306
baseline_year_1_arm_1	NDAR_INV000766	239.02740229394084	440.4090949589893	445.4036776893709
baseline_year_1_arm_1	NDAR_INV000767	249.4612629868518	279.55089859879314	208.24023046721913
baseline_year_1_arm_1	NDAR_INV000768	374.8418294211355	429.1815568729795	425.5560815327393
baseline_year_1_arm_1	NDAR_INV000769	294.43316448300277	290.37672554097514	318.5495710606141
baseline_year_1_arm_1	NDAR_INV000770	203.84225485312047	364.947105115517	485.0514409651274
baseline_year_1_arm_1	NDAR_INV000771	316.08845680828557	429.7102015749642	437.79365664276776
baseline_year_1_arm_1	NDAR_INV000772	378.9005400981633	348.97599335406596	212.94905049330447
baseline_year_1_arm_1	NDAR_INV000773	315.4002873682759	252.13721168882594	398.355156429216
baseline_year_1_arm_1	NDAR_INV000774	246.95399592505808	291.58694472426424	214.67993894255704
baseline_year_1_arm_1	NDAR_INV000775	445.32388916365477	227.22974312236963	448.3320025764852
baseline_year_1_arm_1	NDAR_INV000776	292.2236155852635	252.6102770349731	451.90069971259146
baseline_year_1_arm_1	NDAR_INV000777	319.7254439855041	470.52103462924026	218.44531028993518
baseline_year_1_arm_1	NDAR_INV000778	339.81521602396236	477.29741476803645	436.68568586904473
baseline_year_1_arm_1	NDAR_INV000779	435.9744177460002	207.95322796559938	497.0080984922778
baseline_year_1_arm_1	NDAR_INV000780	281.52067183344633	464.23425298783224	277.2489363293857
baseline_year_1_arm_1	NDAR_INV000781	349.87752272610686	305.6602096370402	410.6301175362902
baseline_year_1_arm_1	NDAR_INV000782	426.78174478995925	492.14438239684523	361.2489154024393
baseline_year_1_arm_1	NDAR_INV000783	480.07593966516015	481.38307021759164	241.70787404051987
baseline_year_1_arm_1	NDAR_INV000784	304.24135479537165	237.40485059243173	281.52212915924304
baseline_year_1_arm_1	NDAR_INV000785	368.52541382548117	413.943258877584	417.2647026336592
baseline_year_1_arm_1	NDAR_INV000786	492.23870052335394	208.8770248318214	466.57557592956334
baseline_year_1_arm_1	NDAR_INV000787	498.53537925547437	283.3116780492236	461.08786521224505
baseline_year_1_arm_1	NDAR_INV000788	222.54892250520322	348.66203423381575	255.45243203766304
baseline_year_1_arm_1	NDAR_INV000789	370.1341097310636	479.203076106737	237.48537240491058
baseline_year_1_arm_1	NDAR_INV000790	425.90467156683434	341.73241607316965	260.7719947804893
baseline_year_1_arm_1	NDAR_INV000791	310.6761758954386	242.33500194714816	226.28404330878868
baseline_year_1_arm_1	NDAR_INV000792	411.2675218836305	292.89664745975915	233.8755695926427
baseline_year_1_arm_1	NDAR_INV000793	365.5943935765016	336.3411240917023	298.289564765429
baseline_year_1_arm_1	NDAR_INV000794	331.5277450659656	479.61414960043214	296.7897600307349
baseline_year_1_arm_1	NDAR_INV000795	324.5847748369189	314.9374395682037	282.2683380484996
baseline_year_1_arm_1	NDAR_INV000796	380.03758497863595	297.1972969701936	342.536687448915
baseline_year_1_arm_1	NDAR_INV000797	259.17302217383116	480.52297280867225	222.05617482576508
baseline_year_1_arm_1	NDAR_INV000798	237.83360637717192	417.3497661076417	231.7180949905635
baseline_year_1_arm_1	NDAR_INV000799	312.2201204339967	470.66903639480574	401.91323391997264
baseline_year_1_arm_1	NDAR_INV000800	436.90813889132784	463.4968485632028	339.20181889138377
baseline_year_1_arm_1	NDAR_INV000801	316.04861491164894	246.98104940139072	387.50484969068896
baseline_year_1_arm_1	NDAR_INV000802	376.27070476562284	271.46610149259584	374.84646379694146
baseline_year_1_arm_1	NDAR_INV000803	472.4271263616133	444.3771579684135	426.50019185198505
baseline_year_1_arm_1	NDAR_INV000804	254.28122152993066	272.11599609103325	239.35975267179364
baseline_year_1_arm_1	NDAR_INV000805	399.17064138504907	419.0781999308372	282.280952874702
baseline_year_1_arm_1	NDAR_INV000806	451.37113266985955	249.45017668257205	209.21218966655096
baseline_year_1_arm_1	NDAR_INV000807	308.38035268539	467.548677726573	402.9593261653601
baseline_year_1_arm_1	NDAR_INV000808	312.4701845396705	458.5279531063337	208.51946165608848
baseline_year_1_arm_1	NDAR_INV000809	269.080951637948	357.5835568179231	366.1158224218095
baseline_year_1_arm_1	NDAR_INV000810	427.8423479792139	253.61617992489354	359.23548700930644
baseline_year_1_arm_1	NDAR_INV000811	224.9856658231246	464.3505548445724	474.19459788804056
baseline_year_1_arm_1	NDAR_INV000812	461.49494736589895	377.2561829555332	486.493071604082
baseline_year_1_arm_1	NDAR_INV000813	205.15157195717163	387.90942443945795	289.65229110112347
baseline_year_1_arm_1	NDAR_INV000814	267.51134631449827	272.9876400816467	240.23316355061513
baseline_year_1_arm_1	NDAR_INV000815	389.654639679644	356.01463478765055	306.21326474839657
baseline_year_1_arm_1	NDAR_INV000816	423.04352269964403	296.5369097775535	336.49024840826553
baseline_year_1_arm_1	NDAR_INV000817	256.79293680181183	336.3324121232264	206.07427752531203
baseline_year_1_arm_1	NDAR_INV000818	368.4762330255989	325.1241306338491	250.38608536574836
baseline_year_1_arm_1	NDAR_INV000819	257.4293226498594	347.27189157285096	360.7129641960332
baseline_year_1_arm_1	NDAR_INV000820	457.050181349509	304.0006617478805	214.4164945863081
baseline_year_1_arm_1	NDAR_INV000821	304.39069494278783	497.1244716359066	458.5872580661563
baseline_year_1_arm_1	NDAR_INV000822	499.6413661205904	421.81333660004356	326.1344949391563
baseline_year_1_arm_1	NDAR_INV000823	275.17352140555374	302.47959300002424	346.10697154983956
baseline_year_1_arm_1	NDAR_INV000824	253.63400364597445	208.93649715140046	454.1181485703349
baseline_year_1_arm_1	NDAR_INV000825	477.7865628502831	238.9133595605345	316.10918928480027
baseline_year_1_arm_1	NDAR_INV000826	202.8834358173767	448.68077524411245	295.60525221567906
baseline_year_1_arm_1	NDAR_INV000827	383.55747950788884	439.8794554957907	285.45082603693675
baseline_year_1_arm_1	NDAR_INV000828	337.6567239530479	210.87621469569478	466.9037692957908
baseline_year_1_arm_1	NDAR_INV000829	230.53143467446975	228.36712284318966	417.90676791693903
baseline_year_1_arm_1	NDAR_INV000830	388.9396025851115	369.2087373179545	412.9494555589162
baseline_year_1_arm_1	NDAR_INV000831	410.25171564575425	440.24049289831873	283.1356838799864
baseline_year_1_arm_1	NDAR_INV000832	465.6344647347573	279.7941589497922	431.599032545092
baseline_year_1_arm_1	NDAR_INV000833	439.2127322199168	385.8719623127661	302.90567470668714
baseline_year_1_arm_1	NDAR_INV000834	383.5133465672397	333.61845730281203	276.0927653158517
baseline_year_1_arm_1	NDAR_INV000835	273.7674905486142	470.6911956893672	428.2509148025347
baseline_year_1_arm_1	NDAR_INV000836	283.6194385621834	365.79099220908824	320.9554154517607
baseline_year_1_arm_1	NDAR_INV000837	348.70231950760785	221.36914849048682	383.18823371685494
baseline_year_1_arm_1	NDAR_INV000838	406.6808289245205	365.01602841767186	209.19410372569135
baseline_year_1_arm_1	NDAR_INV000839	323.1218425241899	434.57247277345454	462.8869998427794
baseline_year_1_arm_1	NDAR_INV000840	450.21394715707345	210.3839626650059	253.97772550435687
baseline_year_1_arm_1	NDAR_INV000841	276.06614631390516	271.1165195048288	384.7292938604477
baseline_year_1_arm_1	NDAR_INV000842	389.5927974850637	216.79325856196513	271.46997210562256
baseline_year_1_arm_1	NDAR_INV000843	414.37434543014524	311.82196924620246	345.59358295779293
baseline_year_1_arm_1	NDAR_INV000844	365.08696060825696	458.6435069095749	338.35056718328843
baseline_year_1_arm_1	NDAR_INV000845	317.40084651790346	219.27197394672424	201.71358559170517
baseline_year_1_arm_1	NDAR_INV000846	240.6590168117626	257.12434851400786	375.679873790519
baseline_year_1_arm_1	NDAR_INV000847	350.32250303325804	449.21102987897706	474.64673147017834
baseline_year_1_arm_1	NDAR_INV000848	365.6981997009722	395.74052957088384	274.5191771492259
baseline_year_1_arm_1	NDAR_INV000849	392.29197086083116	256.33279402188214	277.016332260787
baseline_year_1_arm_1	NDAR_INV000850	281.8308288689826	282.7641650665996	361.5595445565958
baseline_year_1_arm_1	NDAR_INV000851	228.62860829848444	459.95194525024976	426.49094941258153
baseline_year_1_arm_1	NDAR_INV000852	238.89340826472133	358.3338298993078	471.78414446976797
baseline_year_1_arm_1	NDAR_INV000853	236.72521449801977	463.3047648412094	324.66779987491987
baseline_year_1_arm_1	NDAR_INV000854	289.4573404391389	382.2687507373534	276.00761111754895
baseline_year_1_arm_1	NDAR_INV000855	332.85516040880964	281.90318633586526	331.12963797655465
baseline_year_1_arm_1	NDAR_INV000856	422.49053875727543	243.12900386304892	430.5909586276786
baseline_year_1_arm_1	NDAR_INV000857	476.32985743188397	497.9519003049485	264.37082030187236
baseline_year_1_arm_1	NDAR_INV000858	300.824098998853	331.390106277123	269.8697207815765
baseline_year_1_arm_1	NDAR_INV000859	471.01068054880284	209.59362810162924	253.12041446558914
baseline_year_1_arm_1	NDAR_INV000860	392.6381834656998	365.3771397078995	489.22425840492366
baseline_year_1_arm_1	NDAR_INV000861	245.68809052730143	252.04077964901924	229.89740281694378
baseline_year_1_arm_1	NDAR_INV000862	378.3515960484276	341.5882078648321	426.2240503111974
baseline_year_1_arm_1	NDAR_INV000863	323.4701317373751	305.0266124895364	261.8866034393504
baseline_year_1_arm_1	NDAR_INV000864	250.49913131447767	392.9036774091716	225.05949981634188
baseline_year_1_arm_1	NDAR_INV000865	222.83137936448625	272.45602923805694	283.9453624676959
baseline_year_1_arm_1	NDAR_INV000866	308.19197676216754	392.74454953620096	333.30692752860364
baseline_year_1_arm_1	NDAR_INV000867	493.81113587087805	375.22929054886305	251.0092140187401
baseline_year_1_arm_1	NDAR_INV000868	445.28881018732443	441.7169708842692	427.8305392591429
baseline_year_1_arm_1	NDAR_INV000869	375.1608857315576	484.94156755606815	226.36481569244168
baseline_year_1_arm_1	NDAR_INV000870	487.5197307691326	473.50264818788975	452.2049806400788
baseline_year_1_arm_1	NDAR_INV000871	466.2264026259349	375.6200096277147	292.96851758601804
baseline_year_1_arm_1	NDAR_INV000872	296.2566136151501	333.2726277686306	256.1531372350168
baseline_year_1_arm_1	NDAR_INV000873	384.8995617205118	413.3576445300101	401.1466496175628
baseline_year_1_arm_1	NDAR_INV000874	347.5614152668811	383.66894887238556	258.7607677663997
baseline_year_1_arm_1	NDAR_INV000875	429.2175532871279	311.67295559058556	275.708806794393
baseline_year_1_arm_1	NDAR_INV000876	239.258538354072	352.0859136313818	371.85898015886545
baseline_year_1_arm_1	NDAR_INV000877	390.487477277502	264.20063945460663	437.6910869179878
baseline_year_1_arm_1	NDAR_INV000878	440.22438962832155	255.39986282767745	250.73853510581378
baseline_year_1_arm_1	NDAR_INV000879	344.75501153494025	453.08462195774734	371.1967321398916
baseline_year_1_arm_1	NDAR_INV000880	388.82668308703285	260.1192453222786	414.760505686942
baseline_year_1_arm_1	NDAR_INV000881	233.38231858977713	367.0496160749669	351.176911116568
baseline_year_1_arm_1	NDAR_INV000882	419.24909931700773	363.5289169803593	417.4169253446969
baseline_year_1_arm_1	NDAR_INV000883	259.3471784730121	298.149382725052	439.89158888714195
baseline_year_1_arm_1	NDAR_INV000884	424.45894642388635	415.6599577793582	427.43066758692896
baseline_year_1_arm_1	NDAR_INV000885	325.18395244739315	300.76381720737345	379.01811357228235
baseline_year_1_arm_1	NDAR_INV000886	432.4120926860299	423.6857528802089	413.30578667514345
baseline_year_1_arm_1	NDAR_INV000887	296.8919378180349	417.716907844642	323.4788730056779
baseline_year_1_arm_1	NDAR_INV000888	498.602162025416	271.75691512549884	282.0352426742208
baseline_year_1_arm_1	NDAR_INV000889	315.82151355926004	431.3831475598143	305.78648615271624
baseline_year_1_arm_1	NDAR_INV000890	270.0604465969252	447.2066426475153	234.95054899311538
baseline_year_1_arm_1	NDAR_INV000891	400.2257002472256	248.70853147021023	353.10912266582835
baseline_year_1_arm_1	NDAR_INV000892	374.45736984504447	362.0820493007316	409.14452495935484
baseline_year_1_arm_1	NDAR_INV000893	219.97514166212991	230.7972836671534	340.0569626815454
baseline_year_1_arm_1	NDAR_INV000894	313.17319482991616	357.793578741165	397.3544398539168
baseline_year_1_arm_1	NDAR_INV000895	263.1697106384582	481.6626592295659	258.85390775142577
baseline_year_1_arm_1	NDAR_INV000896	241.39015928307313	426.752738204329	220.33543851241103
baseline_year_1_arm_1	NDAR_INV000897	466.70365954081683	417.1704240974974	393.6836614390828
baseline_year_1_arm_1	NDAR_INV000898	223.73326315057872	350.87163689048174	330.7419812628379
baseline_year_1_arm_1	NDAR_INV000899	234.88400275650417	219.02670995656553	230.4022527152963
baseline_year_1_arm_1	NDAR_INV000900	401.7553084184502	394.03596569449246	245.85977208163854
baseline_year_1_arm_1	NDAR_INV000901	439.13022430187885	383.4223789100067	291.063521442777
baseline_year_1_arm_1	NDAR_INV000902	456.53981465932463	350.4282408126309	491.81263120553376
baseline_year_1_arm_1	NDAR_INV000903	489.77660285922366	392.4811634987507	469.49373144810687
baseline_year_1_arm_1	NDAR_INV000904	487.8229884756772	380.6898882724897	430.48060257329223
baseline_year_1_arm_1	NDAR_INV000905	349.13359565391346	295.21542091695426	298.734783386071
baseline_year_1_arm_1	NDAR_INV000906	225.77471837317793	435.75512197423035	327.5125442846173
baseline_year_1_arm_1	NDAR_INV000907	362.19535340160945	445.87675729904294	488.06866284568116
baseline_year_1_arm_1	NDAR_INV000908	389.24541419772356	370.3345904046498	234.6217756868165
baseline_year_1_arm_1	NDAR_INV000909	244.8644290622329	377.3091441522274	346.6041583871546
baseline_year_1_arm_1	NDAR_INV000910	308.33298533034207	316.37129181975905	289.04801987751796
baseline_year_1_arm_1	NDAR_INV000911	311.1595499663457	322.71320061198827	319.2300859722583
baseline_year_1_arm_1	NDAR_INV000912	242.32075097779534	417.2095111670691	304.0401646351217
baseline_year_1_arm_1	NDAR_INV000913	217.28175659085542	320.11780733527826	332.6882422528562
baseline_year_1_arm_1	NDAR_INV000914	262.08386200997876	244.12119580596837	357.26336981892575
baseline_year_1_arm_1	NDAR_INV000915	219.76272545165136	220.76355860365769	297.71454482192684
baseline_year_1_arm_1	NDAR_INV000916	338.4732260333647	287.8903024042746	384.034782119969
baseline_year_1_arm_1	NDAR_INV000917	467.6302869133245	294.67628359512725	397.633666411917
baseline_year_1_arm_1	NDAR_INV000918	394.1031681002968	466.5066339953011	398.2544751087741
baseline_year_1_arm_1	NDAR_INV000919	471.2140038680542	400.3604972218909	241.64341978271747
baseline_year_1_arm_1	NDAR_INV000920	345.9051311309042	459.32150820781686	357.74828308977294
baseline_year_1_arm_1	NDAR_INV000921	358.3615696432639	420.5031908291674	387.55674400045655
baseline_year_1_arm_1	NDAR_INV000922	247.15174463187253	224.38907945435008	244.58327687670442
baseline_year_1_arm_1	NDAR_INV000923	294.9242781964148	220.99267236265771	216.63437671924305
baseline_year_1_arm_1	NDAR_INV000924	357.75845751722056	367.0913463864301	440.9129611192522
baseline_year_1_arm_1	NDAR_INV000925	440.41605861639135	231.3866598619137	306.8243100628877
baseline_year_1_arm_1	NDAR_INV000926	339.88078199385046	307.53126462932426	247.06948775012512
baseline_year_1_arm_1	NDAR_INV000927	297.9816978275145	245.4041425081293	406.86382990613265
baseline_year_1_arm_1	NDAR_INV000928	391.56111732650027	368.2416454739883	303.77856193264347
baseline_year_1_arm_1	NDAR_INV000929	418.62426839752544	474.29676643279316	446.8876798190683
baseline_year_1_arm_1	NDAR_INV000930	405.38112651806654	234.37838312488904	332.94834685665035
baseline_year_1_arm_1	NDAR_INV000931	301.19441832873747	207.5111922257671	376.0160481441473
baseline_year_1_arm_1	NDAR_INV000932	394.8117733098901	467.7899955849465	269.89171071388193
baseline_year_1_arm_1	NDAR_INV000933	324.83367960801706	446.9219562704412	419.08440580858377
baseline_year_1_arm_1	NDAR_INV000934	458.5496993051844	428.75117845011675	481.95318979621624
baseline_year_1_arm_1	NDAR_INV000935	422.9007556110814	467.3744830337406	490.65482514797884
baseline_year_1_arm_1	NDAR_INV000936	204.88831763001448	415.8971259271943	354.2160605723315
baseline_year_1_arm_1	NDAR_INV000937	222.47901465091826	477.1903182593921	413.4695604463491
baseline_year_1_arm_1	NDAR_INV000938	379.80605635854994	372.26409233148445	288.73061208174477
baseline_year_1_arm_1	NDAR_INV000939	435.4527306945622	434.15262539246436	283.67828324336944
baseline_year_1_arm_1	NDAR_INV000940	292.9408926276146	460.09525018560174	455.25988691526754
baseline_year_1_arm_1	NDAR_INV000941	449.6783902669603	452.5084452863364	293.0178735693302
baseline_year_1_arm_1	NDAR_INV000942	313.17457548121786	474.49107392188625	297.37467868529893
baseline_year_1_arm_1	NDAR_INV000943	338.5344936008899	317.48786378340884	408.80857941128
baseline_year_1_arm_1	NDAR_INV000944	255.14627621980026	230.14303879220958	270.35187649012886
baseline_year_1_arm_1	NDAR_INV000945	430.0044463517288	320.2432763584301	399.9062926658043
baseline_year_1_arm_1	NDAR_INV000946	468.0310265807411	304.1097192435186	401.6727397639405
baseline_year_1_arm_1	NDAR_INV000947	241.20214595802943	412.93871612251905	241.56536615453987
baseline_year_1_arm_1	NDAR_INV000948	417.0749577070426	416.0355880206198	202.81235694581545
baseline_year_1_arm_1	NDAR_INV000949	462.31390062499406	403.8063416566829	232.42505493373835
baseline_year_1_arm_1	NDAR_INV000950	207.93194916922377	466.82903284150035	450.1885659294972
baseline_year_1_arm_1	NDAR_INV000951	361.51304546395056	344.33703728172907	267.3297844170464
baseline_year_1_arm_1	NDAR_INV000952	345.54692671629044	367.6868063259895	475.13380978228184
baseline_year_1_arm_1	NDAR_INV000953	441.40657404407744	272.21195120947965	337.2592428780148
baseline_year_1_arm_1	NDAR_INV000954	274.3948737669323	351.4798459525824	341.0635867691231
baseline_year_1_arm_1	NDAR_INV000955	225.50979498265428	203.22778812395623	263.2466105107009
baseline_year_1_arm_1	NDAR_INV000956	288.5159985561598	286.7404899732679	370.44600870087004
baseline_year_1_arm_1	NDAR_INV000957	479.2269899488988	279.8327738511372	354.161617403062
baseline_year_1_arm_1	NDAR_INV000958	209.08674771315557	418.8588085653839	291.48563858798946
baseline_year_1_arm_1	NDAR_INV000959	476.2077965984726	401.50557911878855	466.7502322831385
baseline_year_1_arm_1	NDAR_INV000960	361.62449844370553	287.9780585528173	483.3109823745846
baseline_year_1_arm_1	NDAR_INV000961	337.4083871034876	337.3034286795707	260.08188478549397
baseline_year_1_arm_1	NDAR_INV000962	359.5690922734684	453.61736115861964	417.4931235048878
baseline_year_1_arm_1	NDAR_INV000963	459.7255474442432	499.2184459724433	380.098802209091
baseline_year_1_arm_1	NDAR_INV000964	358.5570070137633	429.1659236550064	429.19660271589396
baseline_year_1_arm_1	NDAR_INV000965	237.00938475002835	302.5501118732466	418.8615977074923
baseline_year_1_arm_1	NDAR_INV000966	459.19080614575427	498.50330502306014	467.66435825813767
baseline_year_1_arm_1	NDAR_INV000967	492.137682254629	497.9401614055756	460.3127162164997
baseline_year_1_arm_1	NDAR_INV000968	409.6954690035344	201.45270904451135	477.958011725109
baseline_year_1_arm_1	NDAR_INV000969	494.7058238374527	226.1799850245984	276.2302867167907
baseline_year_1_arm_1	NDAR_INV000970	254.20139487562145	385.5322522416873	232.37765593925369
baseline_year_1_arm_1	NDAR_INV000971	373.746081348687	322.89082089642255	436.4761472305068
baseline_year_1_arm_1	NDAR_INV000972	419.5838997674577	203.31845452316347	376.999795772794
baseline_year_1_arm_1	NDAR_INV000973	378.86773897589796	391.7322086143145	454.8718299746094
baseline_year_1_arm_1	NDAR_INV000974	474.1404668390956	305.12408115093115	494.68806076217885
baseline_year_1_arm_1	NDAR_INV000975	253.94760494452365	270.21009879462014	234.36228527363383
baseline_year_1_arm_1	NDAR_INV000976	377.53160871143297	331.9438339149925	455.5069516923548
baseline_year_1_arm_1	NDAR_INV000977	430.88124396781177	366.62100489421834	457.7771923899105
baseline_year_1_arm_1	NDAR_INV000978	411.46457478130674	405.7758313639709	208.75939524468833
baseline_year_1_arm_1	NDAR_INV000979	383.71436885051816	210.20118932004434	465.0776643403948
baseline_year_1_arm_1	NDAR_INV000980	423.2973607154945	473.218960478574	456.4079388606355
baseline_year_1_arm_1	NDAR_INV000981	441.40061039644667	233.07429419886748	396.6510746096401
baseline_year_1_arm_1	NDAR_INV000982	292.60505025603163	215.6555946228068	380.6074255923103
baseline_year_1_arm_1	NDAR_INV000983	460.82385989735934	286.14585865015925	303.4615595696559
baseline_year_1_arm_1	NDAR_INV000984	446.5831235802084	433.519267284185	351.3449339559139
